key,cleaned_tokens,label,label2
k4851,"police,leading,four,six,court,police,six,men,behind,recent,assault,case,vehicle,month,statement,medium,state,chief,dev,said,police,first,man,night,arrest,first,suspect,led,police,arrest,second,suspect,aged,rounded,chia,road,another,four,age,house,honda,vehicle,found,house,among,car,house,baseball,bat,two,iron,rattan,rod,dev,said,pointed,motive,attack,due,unhappiness,among,taxi,towards,ride,service,another,motive,police,related,group,unable,divulge,moment,like,assure,public,isolated,incident,dev,said,dev,added,phone,number,used,call,victim,initial,assault,found,incident,registered,false,name",Physical Hurt,Firearm or Terrorism
k4853,"police,seizing,vehicle,driven,suspect,suspect,police,connection,accident,took,life,village,chief,june,june,male,suspect,home,around,today,according,state,traffic,investigation,enforcement,department,deputy,chief,police,personnel,investigating,case,vehicle,found,scene,accident,vehicle,also,discovered,police,front,bumper,hood,impact,collision,suspect,remand,investigation,said,police,chief,confirmed,arrest,suspect,vehicle,also,police,arrest,riding,towards,june,hit,vehicle,opposite,direction,wound,scene,accident",Physical Hurt,Not applicable
k4854,"former,pilot,jail,raping,woman,ago,according,news,western,district,court,judge,found,accused,shown,remorse,still,denial,reportedly,window,one,night,march,tied,behind,back,blindfolded,repeatedly,left,led,arrest,linked,crime,international,identification,two,minor,sex,trial,woman,willing,creative,participant,consensual,sexual,relationship,incident,aviation,student,returned,work,crime,passing,way,new,family,last,year,police,warrant,arrest",Sexual Harassment or Sexual Offences or Rape,Not applicable
k4855,"police,chief,abu,photo,police,four,men,three,involvement,militant,group,police,tan,sri,abu,said,today,said,three,yesterday,two,allegedly,join,ongoing,armed,conflict,government,security,third,slim,river,allegedly,attack,said,director,traffic,investigation,enforcement,department,said,aged,security,special,act,penal,code,also,said,police,several,number,knife",Firearm or Terrorism,Firearm or Terrorism
k4857,"commission,ready,royal,police,following,arrest,officer,allegedly,demanding,money,policeman,statement,today,compromise,officer,allegedly,penang,yesterday,act,represent,commission,always,principle,law,federal,constitution,carrying,thus,arrest,interfere,investigation,following,arrest,conduct,internal,staff,order,avoid,repeat,future,budge,even,inch,commit,crime,take,stern,action,good,name,said,statement",Not applicable,Not applicable
k4858,"police,man,suspected,modesty,girl,said,incident,girl,fetch,handbag,accidentally,left,car,shopping,together,three,going,car,victim,man,later,consequently,girl,running,away,man,embrace,girl,sought,assistance,security,guard,said,police,later,man,took,district,police,headquarters,action,said,man,three,day,tomorrow",Others,Murder and Homicide
k4859,"tied,coconut,tree,spotted,picture,via,two,men,tied,coconut,tree,found,stealing,fruit,compound,agama,yesterday,incident,several,successfully,two,unaware,owner,grocery,store,nearby,spotted,climbing,high,tree,former,village,head,also,resident,nearby,said,went,scene,news,found,one,already,proton,another,heading,shop,near,car,sure,whether,taken,village,elsewhere,however,admitted,taken,tree,tied,tree,rope,pluck,fruit,said,met,today,said,purpose,binding,two,one,teen,another,early,serve,lesson,said,two,even,confessing,first,time,done,thing,tied,waiting,police,arrive,hit,hurt,thought,blessed,month,still,people,immoral,like,stealing,added,footage,incident,gone,viral,social,medium",Robbery or Theft,Robbery or Theft
k4860,"file,photo,woman,found,dead,six,stab,wound,body,outside,factory,hostel,last,night,police,chief,said,body,tin,mar,discovered,ground,area,police,victim,found,lying,faced,dressed,blue,shirt,black,pant,woman,home,work,factory,area,closed,circuit,television,scene,victim,factory,bus,man,waiting,entrance,hostel,said,today,said,man,victim,knife,several,body,said,bus,driver,incident,came,aid,suspect,fled,preliminary,examination,body,revealed,six,stab,wound,police,also,found,several,belonging,victim,said,said,black,bag,also,found,ground,fallen,scuffle,victim,suspect,said,aid,canine,unit,police,tracked,man,also,citizen,ditch,m,victim,police,also,found,knife,measuring,used,suspect,well,mobile,phone,said,case,section,penal,code,said,investigation,motive,attack,still,done,man,worked,factory,woman,facilitate",Murder and Homicide,Firearm or Terrorism
k4861,"younger,brother,police,place,murder,weapon,man,shot,dead,elder,brother,quarrel,broke,afternoon,spot,brother,shot,shotgun,victim,said,resting,outside,house,shot,police,chief,confirmed,murder,said,police,investigating,section,penal,code,mandatory,death,sentence,upon,conviction,team,case,almost,instantly,arrest,younger,brother,tragedy,two,apparently,quarreling,younger,brother,tried,stop,beating,daughter,source,said,often,beaten,daughter,often,stayed,night,town,daughter,spent,night,last,returned,morning,said,beaten,younger,brother,tried,stop,ended,quarreling,younger,brother,returned,house,taken,shotgun,pointed,direction,house,fired,shot,rode,motorcycle,threw,weapon,jungle,near,police,rushed,comb,crime,scene,arresting,younger,brother,led,place,murder,weapon,younger,brother,unemployed,stayed,another,house,three,wife,divorcee,widower,five,ago",Murder and Homicide,Firearm or Terrorism
k4862,"three,drug,stopped,crossing,photo,bangkok,office,control,board,put,dampener,drug,attempt,smuggle,large,consignment,yaba,via,sea,route,southern,arrest,three,drug,following,seizure,million,hidden,rubber,plantation,province,picked,drive,province,three,men,two,uncovered,hidden,rubber,plantation,drug,neatly,wrapped,waterproof,plastic,withstand,rough,sea,journey,although,destination,mean,entire,consignment,consumption,also,third,country,chief,told,today,unaware,destination,province,across,border,among,smuggling,drug,human,fast,boat,ride,one,secluded,coast,island,inhabited,group,according,drug,wa,state,autonomous,region,northern,three,transported,inside,rubber,plantation,drug,said,wrapped,neatly,waterproof,plastic,ensure,seepage,sea,journey,also,carried,famous,united,football,club,like,logo,maybe,syndicate,united,added,meanwhile,law,enforcement,bureau,director,told,chose,transit,drug,clean,image,thus,thought,safe,hide,drug,sending,said",Drug Offences,Drug Offences
k4863,"monitor,prevent,drug,abuse,among,national,antidrug,agency,nationwide,high,risk,student,involvement,prevention,director,said,total,involved,secondary,said,mostly,aged,mostly,found,rural,fishing,land,public,housing,rural,three,highest,number,drug,addiction,among,used,conventional,synthetic,last,year,total,tested,positive,figure,quite,high,alarming,imperative,action,taken,told,joint,operation,combat,drug,abuse,night,said,agency,given,permission,education,ministry,carry,part,curb,student,involvement,drug,abuse,early,stage,added,collaboration,royal,police,tested,positive,substance,abuse,sent,rehabilitation,said,apart,close,screening,process,carried,consistent,manner,meanwhile,said,agency,together,health,youth,sport,family,community,development,create,awareness,effect,drug,abuse,national,blue,ocean,strategy,operation,beginning,oil,palm,plantation,drug,aged,picked,said,one,found,possession,heroin,weighing,handed,police,section,dangerous,act",Drug Offences,Drug Offences
k4865,"file,photo,open,fire,thrice,overpower,man,suspected,drug,pusher,sword,near,last,police,chief,said,today,said,man,foreign,national,continued,rush,towards,even,shot,twice,right,side,body,left,knee,incident,hulu,fired,third,shot,right,arm,man,sword,caught,said,statement,said,team,man,boy,riding,motorcycle,stop,tried,speed,however,found,path,blocked,quickly,drew,samurai,sword,added,two,surrender,warning,man,rushed,towards,said,boy,ran,away,towards,undergrowth,carrying,black,bag,said,drug,district,injured,man,admitted,hospital,intensive,care,unit,yesterday,june,assist,investigation,said,also,said,police,two,five,small,suspected",Drug Offences,Drug Offences
k4866,"suspect,officer,remand,order,photo,anti,corruption,commission,cash,found,store,house,policeman,rank,corporal,man,th,person,facilitate,investigation,corruption,case,money,collection,illegal,gambling,joint,massage,several,policeman,attached,contingent,police,headquarters,police,headquarters,quarter,yesterday,deputy,commissioner,confirmed,confiscation,arrest,understood,role,collect,money,illegal,gambling,massage,around,state,today,magistrate,wan,remand,order,may,man,assist,investigation,application,court,man,court,section,act,separate,case,police,inspector,district,police,headquarters,remand,five,day,may,suspicion,man,office,yesterday,bribe,taking,action,individual,involved,criminal,intimidation,section,penal,code",Others,Not applicable
k4867,"police,asset,million,cash,two,luxury,vintage,rare,photo,police,massive,fraud,syndicate,luxury,said,tax,official,son,scam,nine,people,across,new,south,state,accused,conspiracy,defraud,government,million,u,million,one,biggest,ever,white,collar,tax,office,deputy,commissioner,abuse,power,five,jail,highflying,son,allegedly,among,elaborate,scheme,daughter,also,reportedly,allegation,value,fraud,conspiracy,million,taken,taxation,system,said,federal,police,deputy,commissioner,close,said,motivation,fund,lavish,scheme,divert,money,cash,asset,included,million,cash,two,luxury,vintage,rare,police,claim,legitimate,payroll,company,allegedly,wage,series,subcontracted,syndicate,fraction,income,tax,withheld,tax,allegedly,complex,series,accused,directly,involved,fraud,allegedly,information,son,son,access,information,potentially,said,close,dont,believe,point,knowledge,actual,conspiracy,among,six,commonwealth,face,money,extortion,chief,said,four,tax,office,internally,information,date,compromise,operation,administration,said,worked,effectively,able,successfully,isolate,protect,investigation,working,well,police,many,build,picture,happening,prime,minister,said,police,operation,regardless,position,law,matter,high,may,government,department,watched,said,ever,complacent,aspect,integrity,public,life,government,relentless,pursuit,corruption,malpractice,abuse,office,police,keen,focus,assure",Money Laundering,Money laundering
k4868,"explosive,device,car,metal,leg,photo,factory,worker,injured,explosive,device,set,loan,shark,went,getting,car,last,night,police,chief,said,incident,man,return,penang,visiting,son,explosive,device,tied,door,corolla,car,went,car,door,said,statement,today,police,found,metal,battery,string,scene,said,make,explosive,meant,cause,injury,said,victim,badly,injured,undergoing,treatment,hospital,image,victim,money,loan,shark,meet,business,said,come,forward,assist,case",Firearm or Terrorism,Firearm or Terrorism
k4870,"mother,suspicion,causing,death,two,old,son,house,p,yesterday,case,uncovered,mother,worked,nursery,assistant,took,son,hospital,morning,child,experienced,respiratory,police,chief,said,boy,admitted,emergency,ward,also,reddish,swelling,body,later,child,autopsy,yesterday,found,broken,many,bruise,body,pancreas,torn,internal,bleeding,said,cause,death,abdominal,consistent,due,blunt,force,trauma,said,today,said,worked,food,stall,tested,positive,ganja,said,case,murder",Murder and Homicide,Murder and Homicide
k4872,"second,left,showing,content,package,foreign,degree,holder,begin,along,local,woman,last,week,nearly,worth,state,crime,investigation,department,head,said,student,private,institute,picked,operation,female,friend,day,around,state,personnel,woman,office,private,company,rock,road,work,found,possession,package,worth,total,said,press,conference,today,following,arrest,police,arrest,friend,registered,name,disclosed,initial,investigation,revealed,package,sent,clothing,food,also,found,two,successfully,brought,state,time,prior,arrest,added",Others,Drug Offences
k4873,"stepping,root,misinformation,new,user,biggest,social,network,photo,police,searching,gunman,said,man,live,u,state,city,said,suspect,shot,year,old,victim,random,killing,suspect,broadcast,killing,live,multiple,yet,police,wrote,twitter,press,conference,late,turn,everyone,looking,want,end,much,peace,bring,right,want,turn,police,chief,told,local,working,regional,law,enforcement,well,look,find,said,mayor,frank,told,police,still,trying,communicate,suspect,want,communicate,know,eventually,caught,saying,need,said,large,white,ford,fusion,temporary,license,police,u,city,said,local,medium,killing,dozen,people,easter,day,massacre,said,indication,killing,spree",Firearm or Terrorism,Firearm or Terrorism
k4874,"police,personnel,scene,report,adit,female,college,student,following,discovery,deceased,girl,flat,complex,morning,woman,picked,personnel,flat,complex,within,industrial,area,shortly,body,found,cleaner,around,district,police,chief,confirmed,incident,said,cleaner,refuse,spotted,paper,box,inspect,upon,dead,girl,inside,immediately,notified,police,also,said,unsure,box,said,police,personnel,scene,probe,incident,body,sent,general,hospital,case,classified,section,penal,code,infanticide",Murder and Homicide,Not applicable
k4875,"belle,lied,brain,cancer,book,based,said,made,u,file,photo,lied,brain,cancer,natural,ordered,pay,u,legal,belle,popular,cookbook,back,overcome,disease,alternative,medicine,diet,free,gluten,refined,sugar,admitted,magazine,made,diagnosis,federal,court,found,guilty,misleading,public,last,month,said,day,pay,legal,consumer,brought,case,face,possible,jail,time,also,face,company,million,court,setting,later,date,hand,decision,also,barred,brain,cancer,case,may,last,year,justice,wrote,added,company,made,cookbook,pledge,donate,earnings,good,met,said,last,month,deliberately,genuine,desire,community,help,le,fortunate,whole,pantry,cookbook,mostly,drew,inspiration,battle,cancer,lie,unravelling,early,donate,cookbook,charity,question,diagnosis,via,medium",Others,Not applicable
k4876,"six,seven,criminal,breach,trust,sum,proceeding,done,inside,chamber,reason,revealed,first,six,last,another,afternoon,seven,aged,old,crime,span,two,amount,allegedly,nearly,million,young,section,penal,code,maximum,jail,fine,also,liable,whipping,upon,conviction,crime,came,light,representative,supplier,lodged,report,police,revealed,crime,good,store,taken,sold",Money Laundering,Not applicable
k4878,"file,photo,car,salesman,early,morning,allegedly,stabbing,death,turned,request,sex,suspect,allegedly,crime,rented,room,commercial,mile,around,stabbing,running,hour,convenience,store,telling,district,police,chief,said,initial,found,victim,shoe,shop,assistant,twice,neck,become,angry,sexual,affair,knife,room,stabbing,bid,mask,crime,said,police,classified,case,murder,section,penal,code",Murder and Homicide,Physical Hurt
k4879,"file,photo,man,imprisonment,five,found,guilty,taking,lady,washroom,court,allegedly,tried,take,mobile,phone,lady,room,waterfront,mall,around,charge,section,penal,code,intending,insult,modesty,woman,also,liability,fine,addition,jail,term,upon,conviction,however,intending,take,told,court,gone,wrong,washroom,accident,following,guilty,plea,magistrate,put,case,march,case,management,case,officer,inspector",Others,Not applicable
k4880,"decision,chase,snatch,thief,ended,death,motorcycle,skidded,hit,electric,pole,today,deputy,police,chief,sac,din,said,riding,alone,motorcycle,man,another,motorcycle,snatched,handbag,basket,incident,victim,way,work,cafeteria,campus,victim,hand,bag,snatched,gave,chase,bearing,suspect,unfortunately,motorcycle,skidded,hit,electric,pole,right,side,road,told,victim,spot,due,serious,head,remains,later,sent,raja,hospital,police,snatch,thief,said,advise,people,take,instead,immediately,contact,police,theft,dangerous,act,said,witness,malik,said,breakfast,shop,saw,motorcycle,coming,bearing,man,hit,electric,pole,fell,ran,towards,victim,lying,road,found,dead,said,meanwhile,daughter,che,said,mother,left,house,informed,tragic,accident,death,said,father,che,che,home,worked,came,home,month",Robbery or Theft,Murder and Homicide
k4881,"producer,star,thriller,landlord,prison,stabbing,tenant,photo,producer,found,guilty,stabbing,tenant,fit,rage,victim,one,day,win,five,producer,star,thriller,landlord,prison,march,court,whose,real,name,lung,several,bravado,el,landlord,producer,actor,fled,attack,finally,u,embassy,city",Physical Hurt,Firearm or Terrorism
k4882,"police,continued,investigation,murder,expanding,search,evidence,tapioca,farm,linked,sole,suspect,policeman,hulu,deputy,police,chief,said,suspect,farm,halt,slim,river,basis,team,forensic,personnel,hulu,criminal,investigation,division,farm,said,police,also,suspect,lance,corporal,well,card,however,search,evidence,slim,river,bad,weather,also,led,strong,river,missing,found,dead,oil,palm,plantation,sri,hulu,evening,gone,missing,rental,car,customer,police,later,suspect,based,assist,murder,probe,section,penal,code,stay,current,follow,news,telegram,cream,intense,cream,suitable,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Murder and Homicide,Murder and Homicide
k4883,"despite,frequent,mass,medium,teacher,lost,phone,scam,syndicate,police,chief,said,woman,received,phone,call,person,officer,network,blocking,division,digital,department,said,victim,told,phone,line,phone,call,connected,man,posing,police,officer,later,persuaded,victim,transfer,money,purpose,investigation,avoid,prosecution,said,victim,took,personal,loan,used,make,six,different,bank,resulting,said,victim,later,lodged,report,district,police,headquarters,yesterday,advised,public,always,aware,check,suspicious,police,government,avoid,becoming,fraud,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Cyber Crime,Money laundering
k4884,"four,police,yesterday,suspicion,raping,girl,police,chief,said,four,aged,different,victim,lodged,police,report,said,girl,went,lata,waterfall,area,two,took,turn,rape,car,third,suspect,victim,went,back,house,district,fourth,suspect,victim,bush,area,walk,four,two,still,school,involvement,case,section,penal,code,said,statement,today,according,girl,knew,first,suspect,social,medium,three,assist,investigation,stay,current,follow,news,telegram,say,revenue,sector,people,must,taken,stem,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Sexual Harassment or Sexual Offences or Rape,Murder and Homicide
k4885,"office,four,district,broken,recently,ching,also,deputy,minister,confirmed,matter,today,saying,office,two,ago,police,report,lodged,yes,office,reach,lost,mobile,also,need,replace,leave,police,investigate,confident,best,take,swift,action,identify,sooner,better,said,police,chief,tan,lee,confirmed,report,office,said,case,section,penal,code,house,trespass,intent,commit,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Robbery or Theft,Not applicable
k4886,"police,today,man,terrorism,accused,trying,murder,taxi,driver,knife,support,resistance,group,source,terrorism,office,said,highest,state,security,host,million,world,summer,kicking,man,already,known,someone,stopped,taxi,night,gun,city,taken,isolated,area,near,forced,driver,car,bound,neck,blade,source,said,driver,escape,local,home,eventually,emergency,assailant,early,morning,west,source,said,terrorism,murder,source,said,yesterday,police,officer,critically,injured,stabbing,attack,shopping,district,latest,string,unrelated,security,capital,week,soldier,wounded,man,armed,knife,railway,station,also,investigating,whether,man,car,terrace,evening,deliberately,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Firearm or Terrorism,Firearm or Terrorism
k4887,"cabinet,today,agreed,establish,special,committee,address,minister,said,unity,government,spokesman,said,committee,comprise,home,digital,plus,prime,legal,division,said,committee,also,special,team,drawn,commission,police,cabinet,view,action,social,medium,wash,must,equally,responsible,tackling,look,comprehensively,legal,well,feel,necessary,deal,issue,said,full,rehearsal,sultan,installation,ceremony,today,also,said,committee,need,leverage,available,deal,occur,across,multiple,social,medium,artificial,intelligence,added,participation,exclusive,involvement,said,issue,raised,cabinet,level,request,prime,minister,reportedly,concerned,influencer,better,known,allegedly,suicide,due,body,influencer,found,home,last,month,said,main,problem,dealing,hide,behind,fake,making,difficult,identify,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Not applicable,Not applicable
k4888,"disabled,driver,allegedly,police,escort,regent,sultan,lamented,delay,justice,victim,deaf,advocacy,national,cofounder,said,case,towards,prosecution,despite,clear,evidence,police,victim,share,video,assault,yet,justice,urge,take,immediate,decisive,action,assault,reinforce,commitment,justice,equality,deaf,community,safe,legal,system,said,memorandum,victim,ing,memorandum,office,morning,deaf,mute,reportedly,perpetrator,waiting,pick,hotel,may,subsequently,police,carry,thorough,investigation,incident,case,section,causing,voluntary,hurt,police,previously,said,police,dozen,according,investigation,paper,june,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Physical Hurt,Physical Hurt
k4889,"police,officer,critically,injured,stabbing,attack,shopping,district,security,guard,police,spotting,man,carrying,knife,police,chief,said,attacker,also,critically,injured,police,chief,told,highest,state,security,alert,host,million,world,summer,due,kick,police,people,avoid,area,television,footage,armed,police,famous,avenue,attack,latest,string,unrelated,security,capital,week,soldier,wounded,man,armed,knife,railway,station,also,investigating,whether,man,car,terrace,evening,deliberately,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Physical Hurt,Firearm or Terrorism
k4890,"road,pending,traffic,police,may,receive,launch,month,information,department,said,launch,event,hall,booth,traffic,open,event,also,see,sale,agricultural,produce,federal,agricultural,marketing,authority,sale,essential,also,six,main,sale,chicken,fish,beef,bottled,cooking,oil,rice,previously,road,safety,halt,offering,traffic,saying,make,disregard,traffic,police,said,encourage,traffic,settle,outstanding,recently,police,discount,traffic,event,commemorate,anniversary,government,however,long,left,waiting,pay,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Not applicable,Not applicable
k4891,"independent,police,conduct,commission,received,since,establishment,dewan,told,today,home,minister,said,number,seven,still,commission,one,case,involved,complaint,made,policeman,superior,action,taken,previous,complaint,among,seven,integrity,recruitment,process,rank,inspector,sexual,harassment,said,question,time,singh,number,received,police,pursuant,act,action,taken,said,section,act,enforcement,channel,corruption,channel,commission,said,said,number,involved,criminal,violence,sexual,harassment,forgery,well,related,integrity,fall,purview,police,act,question,whether,government,strengthen,role,handle,police,said,ministry,commission,operational,year,space,trust,function,effectively,principle,hold,law,dynamic,static,certain,period,becomes,untenable,think,sufficient,said,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Sexual Harassment or Sexual Offences or Rape,Physical Hurt
k4893,"security,locking,large,central,today,ahead,hugely,complex,opening,ceremony,next,week,river,seine,opening,parade,along,river,led,closure,riverside,central,local,time,today,anyone,wanting,enter,grey,zone,along,seine,hotel,area,need,security,pas,form,code,city,light,transforming,ahead,around,million,temporary,sport,sprung,popular,tower,place,de,la,new,latest,addition,true,concept,large,number,temporary,heart,city,obviously,feel,like,people,seeing,told,last,month,many,central,also,closed,today,day,opening,ceremony,see,sail,seine,around,hundred,river,first,time,summer,outside,main,athletics,stadium,people,set,watch,person,river,village,vast,security,operation,giving,senior,police,cold,ever,since,difficulty,many,large,densely,urban,area,around,set,duty,parade,private,security,police,eastern,suspected,extremist,made,group,telegram,phone,application,installation,metal,security,along,opening,ceremony,route,feel,closed,bit,like,planet,saint,central,told,week,behind,barrier,need,throw,u,elsewhere,today,first,set,arrive,take,residence,newly,built,village,northern,suburb,capital,around,different,housing,complex,built,showcase,innovative,construction,concrete,water,building,intended,free,although,ordered,around,portable,cooling,fear,impact,high,major,going,arrive,first,day,great,u,new,brazil,deputy,head,delegation,told,full,capacity,village,host,people,sept,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Not applicable,Not applicable
k4894,"man,assist,investigation,incident,two,consuming,cracker,poison,police,bail,district,police,chief,said,suspect,farmer,remand,yesterday,remand,period,extended,suspect,police,bail,pending,decision,deputy,public,prosecutor,investigation,deputy,public,prosecutor,said,statement,today,three,younger,brother,two,consuming,cracker,laced,rat,poison,two,packet,cracker,fence,farmer,trap,ubi,near,away,penang,hospital,two,day,later,hospital,laid,rest,cemetery,case,section,child,act,section,penal,code,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Others,Not applicable
k4895,"bangkok,cyanide,poisoning,likely,cause,six,whose,found,room,plush,bangkok,hotel,suspected,killer,among,dead,police,said,deadly,chemical,found,drinking,glass,teapot,room,luxury,grand,hotel,dead,revealed,dispute,debt,related,investment,police,said,six,two,u,found,dead,late,u,federal,bureau,investigation,police,investigation,police,said,found,cyanide,six,found,cyanide,commander,police,evidence,office,told,press,conference,staff,brought,tea,two,hot,water,milk,tea,one,six,cyanide,autopsy,within,next,day,police,said,government,said,embassy,bangkok,closely,case,u,state,department,said,situation,local,responsible,investigation,grand,group,popular,tourist,district,known,luxury,shopping,news,initially,medium,shooting,setback,heavily,vital,tourism,sector,reviving,economy,since,pandemic,million,foreign,year,million,last,year,spent,trillion,baht,u,billion,prime,minister,swift,probe,issue,limit,impact,travel,sector,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Murder and Homicide,Firearm or Terrorism
k4896,"police,three,beng,hock,association,democratic,advancement,give,peaceful,assembly,act,group,said,chairman,yap,said,police,headquarters,fellow,wong,yan,wong,give,today,said,group,also,lodge,report,station,police,violence,climax,walk,justice,handful,tried,gain,access,parliament,police,brief,scuffle,sister,lee,lan,fell,ground,apparently,hurt,also,one,woman,member,committee,collar,policeman,broke,necklace,left,red,neck,brief,standoff,group,able,submit,memorandum,enter,building,originally,said,group,bill,government,request,compensation,damage,necklace,medical,treatment,may,group,campaign,search,missing,prime,minister,following,multiple,family,meet,since,took,office,former,aide,executive,ean,wah,found,dead,fifth,floor,plaza,shah,th,floor,commission,headquarters,inquest,open,verdict,family,subsequently,appeal,three,later,court,appeal,set,aside,open,verdict,death,multiple,result,unlawful,unknown,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Physical Hurt,Physical Hurt
k4898,"total,child,sex,may,classified,action,law,institutional,reform,minister,said,written,parliamentary,reply,yesterday,said,police,statistic,period,total,investigation,classified,criminal,said,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Not applicable,Not applicable
k4899,"bangkok,six,people,found,dead,hotel,bangkok,today,least,one,national,descent,government,said,prime,minister,ordered,swift,investigation,stem,damage,tourism,sector,police,said,separate,statement,six,people,foreign,incident,took,place,plush,grand,hotel,come,promote,tourism,sector,key,driver,southeast,second,economy,prime,minister,ordered,urgently,take,action,avoid,impact,tourism,government,said,statement,police,official,speaking,condition,anonymity,medium,six,people,shooting,sign,shooting,official,told,among,dead,official,elaborate,u,bangkok,respond,police,found,six,deceased,foreign,grand,call,staff,around,police,said,statement,police,medical,immediately,comment,grand,popular,tourist,district,known,luxury,shopping,immediately,respond,seeking,comment,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Murder and Homicide,Firearm or Terrorism
k4901,"girl,falling,th,floor,apartment,morning,police,chief,saying,police,notified,incident,child,reportedly,found,lying,road,apartment,unit,according,said,initial,found,incident,home,alone,father,went,send,eldest,sister,nearby,school,mother,kindergarten,teacher,work,victim,two,daily,routine,leave,sleeping,alone,sent,nursery,ground,floor,block,said,body,taken,forensic,unit,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Not applicable,Murder and Homicide
k4904,"rescue,team,island,today,found,human,remains,area,jay,slater,went,missing,nearly,month,ago,evidence,strongly,police,said,civil,police,force,said,statement,may,due,fall,mountainous,area,autopsy,confirm,whether,accident,police,spokesman,said,body,found,morning,civil,guard,mountain,rescue,group,family,notified,autopsy,take,place,shortly,case,transferred,court,determine,cause,death,spokesman,said,slater,went,missing,june,phone,last,ravine,remote,national,park,canary,archipelago,june,police,said,ended,search,slater,involved,rescue,dog,helicopter,however,today,said,civil,continuous,discrete,search,area,whole,day,family,immediately,comment,overseas,missing,charity,global,carried,several,behalf,family,said,body,found,jay,slater,remains,found,clothes,understood,discovered,close,site,mobile,last,location,global,said,mother,said,family,team,specialist,dog,fly,weekend,jay,normal,young,lad,know,wrote,statement,people,pray,family,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Not applicable,Murder and Homicide
k4905,"body,woman,missing,last,rental,car,customer,hulu,found,evening,someone,knew,police,chief,khan,said,suspect,case,section,penal,code,murder,missing,stay,current,follow,news,telegram,registration,use,site,acceptance,service,privacy,policy,policy,copyright,medium,reserved,part,medium,prima,group",Murder and Homicide,Murder and Homicide
k4906,"town,police,drug,syndicate,arrest,four,men,three,elderly,seizure,illegal,worth,penang,police,chief,said,team,state,crime,investigation,department,several,police,first,man,parking,lot,residential,area,involved,drug,g,heroin,valued,said,following,interrogation,man",Drug Offences,Drug Offences
k4907,"baru,police,confirmed,homeless,man,sharp,object,yesterday,national,permanent,resident,status,said,police,also,suspect,family,baru,police,chief,assistant,commissioner,daud,said,family,yet,claim,remains,body,still,hospital,raja,forensic,unit",Murder and Homicide,Not applicable
k4908,"police,saved,woman,district,police,chief,assistant,commissioner,said,victim,raid,house,midnight,female,raid,suspect,taken,court,custody,victim,shelter,last,month,tier,report,united,state,department,highest,country,ever,since",Others,Murder and Homicide
k4909,"people,lead,lavish,asset,worth,selling,wild,department,wildlife,national,peninsular,discovered,syndicate,bird,selling,wild,social,medium,luxury,monthly,reaching,abu,said,unemployed,luxurious,said,people,bought,caught,puling,specie,advertising,social,medium,bought",Others,Not applicable
k4911,"butler,string,sent,crowd,trump,diving,cover,secret,service,rushed,protect,man,sun,see,lectern,former,name,sideways,crowd,republican,back,storming,stage,applause,cheering,spread,rural,fairground,trump,clearly,dazed,fist,waved,linked,arm,security,detail,crowd,waiting,motorcade,agent,wearing,ballistic,helmet,rifle,scoured,crowd,crowd",Firearm or Terrorism,Not applicable
